BranchesFrom,Vessel,VesselType,VesselSubType,BodyPart,BodySubPart,PortalSystem,FTU,Sex,Anastomoses,ArteryVeinConnects,ArteryVeinPair,ForBranchesSee,VirtualVessel,BranchSequence,SpatialReferenceObjectFemale,SpatialReferenceObjectMale,CoordX,CoordY,ReferenceURL,Reference,ReferenceDOI,VesselTypeID,VesselSubTypeID,BodyPartID,BodySubPartID,FTULabel,FTUID,UBERON,FMA,UBERONLabel,FMALabel,ASLabel,ASID,OtherUberonFmaNameList,TerminologiaAnatomica,OtherVesselNameList,VesselBaseName,FullVesselNameList,HasBranches,VirtualVesselOfList,VirtualVesselOfCount,VirtualInstances,VirtualPath,PathFromHeart,PathFromHeartWithIDs
common cochlear artery,vestibulocochlear artery,artery,,ear,,,,,,,,,0,999,,,,,https://radiopaedia.org/articles/labyrinthine-artery,https://radiopaedia.org/articles/labyrinthine-artery,,UBERON:0001637,,UBERON:0001690,,,,,fma52246,,Vestibulocochlear artery,Vestibulocochlear artery,fma52246,,,,vestibulocochlear artery,vestibulocochlear artery,0,,0,1,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;anterior inferior cerebellar artery;labyrinthine artery;common cochlear artery;vestibulocochlear artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;subclavian artery;subclavian artery;UBERON:0001533;vertebral artery;vertebral artery;UBERON:0001535;basilar artery;basilar artery;UBERON:0001633;anterior inferior cerebellar artery;anterior inferior cerebellar artery;UBERON:0009689;labyrinthine artery;labyrinthine artery;UBERON:0018231;common cochlear artery;Common cochlear artery;fma52242;vestibulocochlear artery;Vestibulocochlear artery;fma52246
basilar artery,paramedian artery,artery,,brain,,,,,,,,,0,999,,,,,https://en.wikipedia.org/wiki/Paramedian_arteries,https://en.wikipedia.org/wiki/Paramedian_arteries,,UBERON:0001637,,UBERON:0000955,,,,,fma71492,,Set of paramedian arteries,Set of paramedian arteries,fma71492,Paramedian arteries;Paramedian arteries set,Posteromedial central arteries,,paramedian artery,Paramedian arteries;Paramedian arteries set;paramedian artery;Posteromedial central arteries;Set of paramedian arteries,0,,0,1,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;paramedian artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;subclavian artery;subclavian artery;UBERON:0001533;vertebral artery;vertebral artery;UBERON:0001535;basilar artery;basilar artery;UBERON:0001633;paramedian artery;Set of paramedian arteries;fma71492
basilar artery,pontine artery,artery,,brain,,,,,,,,,0,2,,,,,https://en.wikipedia.org/wiki/Pontine_arteries,https://en.wikipedia.org/wiki/Pontine_arteries,,UBERON:0001637,,UBERON:0000955,,,,,fma50560,,Pontine artery,Pontine artery,fma50560,,Pontine branches of basilar artery,,pontine artery,pontine artery;Pontine branches of basilar artery,0,,0,1,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;pontine artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;subclavian artery;subclavian artery;UBERON:0001533;vertebral artery;vertebral artery;UBERON:0001535;basilar artery;basilar artery;UBERON:0001633;pontine artery;Pontine artery;fma50560
basilar artery,posterior cerebral artery,artery,,brain,,,,,posterior communicating artery,,,,0,4,,,,,https://en.wikipedia.org/wiki/Posterior_cerebral_artery,https://en.wikipedia.org/wiki/Posterior_cerebral_artery,,UBERON:0001637,,UBERON:0000955,,,,UBERON:0001636,fma50583,posterior cerebral artery,Posterior cerebral artery,posterior cerebral artery,UBERON:0001636,,Posterior cerebral artery,,posterior cerebral artery,posterior cerebral artery,1,,0,1,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;posterior cerebral artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;subclavian artery;subclavian artery;UBERON:0001533;vertebral artery;vertebral artery;UBERON:0001535;basilar artery;basilar artery;UBERON:0001633;posterior cerebral artery;posterior cerebral artery;UBERON:0001636
posterior cerebral artery,calcarine artery,artery,,brain,,,,,,,,,0,7,,,,,https://radiopaedia.org/articles/calcarine-artery,https://radiopaedia.org/articles/calcarine-artery,,UBERON:0001637,,UBERON:0000955,,,,UBERON:0035183,fma50655,calcarine artery,Calcarine artery,calcarine artery,UBERON:0035183,calcarine branch of medial occipital artery;ramus calcarinus (arteria occipitalis medialis),,,calcarine artery,calcarine artery;calcarine branch of medial occipital artery;ramus calcarinus (arteria occipitalis medialis),0,,0,1,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;posterior cerebral artery;calcarine artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;subclavian artery;subclavian artery;UBERON:0001533;vertebral artery;vertebral artery;UBERON:0001535;basilar artery;basilar artery;UBERON:0001633;posterior cerebral artery;posterior cerebral artery;UBERON:0001636;calcarine artery;calcarine artery;UBERON:0035183
posterior cerebral artery,lateral posterior choroidal artery,artery,,brain,,,,,,,,,0,4,,,,,https://en.wikipedia.org/wiki/Posterior_cerebral_artery,https://en.wikipedia.org/wiki/Posterior_cerebral_artery,,UBERON:0001637,,UBERON:0000955,,,,,fma50631,,Posterior lateral choroidal artery,Posterior lateral choroidal artery,fma50631,Lateral branch of posterior choroidal artery;Posterior lateral choroidal branch of posterior cerebral artery,,,lateral posterior choroidal artery,Lateral branch of posterior choroidal artery;lateral posterior choroidal artery;Posterior lateral choroidal artery;Posterior lateral choroidal branch of posterior cerebral artery,0,,0,1,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;posterior cerebral artery;lateral posterior choroidal artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;subclavian artery;subclavian artery;UBERON:0001533;vertebral artery;vertebral artery;UBERON:0001535;basilar artery;basilar artery;UBERON:0001633;posterior cerebral artery;posterior cerebral artery;UBERON:0001636;lateral posterior choroidal artery;Posterior lateral choroidal artery;fma50631
posterior cerebral artery,medial occipital artery,artery,,brain,,,,,,,,,0,6,,,,,https://en.wikipedia.org/wiki/Posterior_cerebral_artery,https://en.wikipedia.org/wiki/Posterior_cerebral_artery,,UBERON:0001637,,UBERON:0000955,,,,,fma50638,,Medial occipital artery,Medial occipital artery,fma50638,P4 segment of posterior cerebral artery,Medial occipital artery,,medial occipital artery,medial occipital artery;P4 segment of posterior cerebral artery,0,,0,1,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;posterior cerebral artery;medial occipital artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;subclavian artery;subclavian artery;UBERON:0001533;vertebral artery;vertebral artery;UBERON:0001535;basilar artery;basilar artery;UBERON:0001633;posterior cerebral artery;posterior cerebral artery;UBERON:0001636;medial occipital artery;Medial occipital artery;fma50638
posterior cerebral artery,medial posterior choroidal artery,artery,,brain,,,,,,,,,0,3,,,,,https://en.wikipedia.org/wiki/Posterior_cerebral_artery,https://en.wikipedia.org/wiki/Posterior_cerebral_artery,,UBERON:0001637,,UBERON:0000955,,,,,fma50630,,Posterior medial choroidal artery,Posterior medial choroidal artery,fma50630,Medial branch of posterior choroidal artery;Posterior medial choroidal branch of posterior cerebral artery,,,medial posterior choroidal artery,Medial branch of posterior choroidal artery;medial posterior choroidal artery;Posterior medial choroidal artery;Posterior medial choroidal branch of posterior cerebral artery,0,,0,1,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;posterior cerebral artery;medial posterior choroidal artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;subclavian artery;subclavian artery;UBERON:0001533;vertebral artery;vertebral artery;UBERON:0001535;basilar artery;basilar artery;UBERON:0001633;posterior cerebral artery;posterior cerebral artery;UBERON:0001636;medial posterior choroidal artery;Posterior medial choroidal artery;fma50630
posterior cerebral artery,mesencephalic artery,artery,,brain,,,,,,,,,0,1,,,,,https://www.sciencedirect.com/topics/veterinary-science-and-veterinary-medicine/paramedian-arteries,"Y. Yamamoto, Chapter 78 - Small Artery Occlusive Diseases, Editor(s): Louis R. Caplan, Jos� Biller, Megan C. Leary, Eng H. Lo, Ajith J. Thomas, Midori Yenari, John H. Zhang, Primer on Cerebrovascular Diseases (Second Edition), Academic Press, 2017, Pages 377-383, ISBN 9780128030585.",10.1016/B978-0-12-803058-5.00078-3,UBERON:0001637,,UBERON:0000955,,,,UBERON:0001634,fma50570,mesencephalic artery,Mesencephalic artery,mesencephalic artery,UBERON:0001634,MsA,Mesencephalic branches of basilar artery,,mesencephalic artery,mesencephalic artery;Mesencephalic branches of basilar artery;MsA,0,,0,1,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;posterior cerebral artery;mesencephalic artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;subclavian artery;subclavian artery;UBERON:0001533;vertebral artery;vertebral artery;UBERON:0001535;basilar artery;basilar artery;UBERON:0001633;posterior cerebral artery;posterior cerebral artery;UBERON:0001636;mesencephalic artery;mesencephalic artery;UBERON:0001634
posterior cerebral artery,thalamogeniculate artery,artery,,brain,,,,,,,,,0,5,,,,,https://en.wikipedia.org/wiki/Thalamogeniculate_artery,https://en.wikipedia.org/wiki/Thalamogeniculate_artery,,UBERON:0001637,,UBERON:0000955,,,,,fma50629,,Thalamogeniculate artery,Thalamogeniculate artery,fma50629,,,,thalamogeniculate artery,thalamogeniculate artery,0,,0,1,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;posterior cerebral artery;thalamogeniculate artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;subclavian artery;subclavian artery;UBERON:0001533;vertebral artery;vertebral artery;UBERON:0001535;basilar artery;basilar artery;UBERON:0001633;posterior cerebral artery;posterior cerebral artery;UBERON:0001636;thalamogeniculate artery;Thalamogeniculate artery;fma50629
posterior cerebral artery,thalamoperforating artery,artery,,brain,,,,,,,,,0,2,,,,,https://en.wikipedia.org/wiki/Posterior_cerebral_artery,https://en.wikipedia.org/wiki/Posterior_cerebral_artery,,UBERON:0001637,,UBERON:0000955,,,,,fma50624,,Thalamoperforating artery,Thalamoperforating artery,fma50624,,,,thalamoperforating artery,thalamoperforating artery,0,,0,1,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;posterior cerebral artery;thalamoperforating artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;subclavian artery;subclavian artery;UBERON:0001533;vertebral artery;vertebral artery;UBERON:0001535;basilar artery;basilar artery;UBERON:0001633;posterior cerebral artery;posterior cerebral artery;UBERON:0001636;thalamoperforating artery;Thalamoperforating artery;fma50624
basilar artery,superior cerebellar artery,artery,,cerebellum,,,,,,,superior cerebellar vein,,0,3,,,,,https://en.wikipedia.org/wiki/Superior_cerebellar_artery,https://en.wikipedia.org/wiki/Superior_cerebellar_artery,,UBERON:0001637,,UBERON:0002037,,,,UBERON:0001635,fma50573,superior cerebellar artery,Superior cerebellar artery,superior cerebellar artery,UBERON:0001635,,Superior cerebellar artery,,superior cerebellar artery,superior cerebellar artery,0,,0,1,,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;basilar artery;superior cerebellar artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;subclavian artery;subclavian artery;UBERON:0001533;vertebral artery;vertebral artery;UBERON:0001535;basilar artery;basilar artery;UBERON:0001633;superior cerebellar artery;superior cerebellar artery;UBERON:0001635
vertebral artery,posterior inferior cerebellar artery,artery,,cerebellum,,,,,,,,,0,3,,,,,https://en.wikipedia.org/wiki/Posterior_inferior_cerebellar_artery,https://en.wikipedia.org/wiki/Posterior_inferior_cerebellar_artery,,UBERON:0001637,,UBERON:0002037,,,,UBERON:0009688,fma50518,posterior inferior cerebellar artery,Posterior inferior cerebellar artery,posterior inferior cerebellar artery,UBERON:0009688,,Posterior inferior cerebellar artery,,posterior inferior cerebellar artery,posterior inferior cerebellar artery,0,,0,2,left subclavian artery;right subclavian artery,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;posterior inferior cerebellar artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;subclavian artery;subclavian artery;UBERON:0001533;vertebral artery;vertebral artery;UBERON:0001535;posterior inferior cerebellar artery;posterior inferior cerebellar artery;UBERON:0009688
vertebral artery,posterior spinal artery,artery,,spinal cord,,,,,,,posterior spinal vein,,0,2,,,,,https://en.wikipedia.org/wiki/Posterior_spinal_artery,https://en.wikipedia.org/wiki/Posterior_spinal_artery,,UBERON:0001637,,UBERON:0002240,,,,UBERON:0007146,fma50522,posterior spinal artery,Posterior spinal artery,posterior spinal artery,UBERON:0007146,dorsal spinal artery,Posterior spinal arteries,,posterior spinal artery,dorsal spinal artery;Posterior spinal arteries;posterior spinal artery,0,,0,2,left subclavian artery;right subclavian artery,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;posterior spinal artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;subclavian artery;subclavian artery;UBERON:0001533;vertebral artery;vertebral artery;UBERON:0001535;posterior spinal artery;posterior spinal artery;UBERON:0007146
vertebral artery,segmental spinal artery #5,artery,,spinal cord,,,,,,,,,0,999,,,,,https://anatomyzone.com/neuroanatomy/spinal-cord/blood-supply-to-the-spinal-cord/,https://anatomyzone.com/neuroanatomy/spinal-cord/blood-supply-to-the-spinal-cord/,,UBERON:0001637,,UBERON:0002240,,,,,,,,,,,,,segmental spinal artery,segmental spinal artery,1,,0,2,left subclavian artery;right subclavian artery,left ventricle;aorta;ascending aorta;aortic arch;subclavian artery;vertebral artery;segmental spinal artery #5,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;subclavian artery;subclavian artery;UBERON:0001533;vertebral artery;vertebral artery;UBERON:0001535;segmental spinal artery #5;;
ascending aorta,left coronary artery,artery,,heart,,,,,,,,,0,1,VH_F_left_coronary_artery,VH_M_left_coronary_artery,30,-70,https://en.wikipedia.org/wiki/Left_coronary_artery,https://en.wikipedia.org/wiki/Left_coronary_artery,,UBERON:0001637,,UBERON:0000948,,,,UBERON:0001626,fma50040,left coronary artery,Left coronary artery,left coronary artery,UBERON:0001626,Left coronary arterial tree,Left coronary artery,,left coronary artery,Left coronary arterial tree;left coronary artery,1,,0,1,,left ventricle;aorta;ascending aorta;left coronary artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;left coronary artery;left coronary artery;UBERON:0001626
left coronary artery,left anterior descending artery,artery,,heart,,,,,,,,,0,1,,,,,https://en.wikipedia.org/wiki/Left_anterior_descending_artery,https://en.wikipedia.org/wiki/Left_anterior_descending_artery,,UBERON:0001637,,UBERON:0000948,,,,,fma3862,,Anterior interventricular branch of left coronary artery,Anterior interventricular branch of left coronary artery,fma3862,Anterior descending branch of left coronary artery;Anterior interventricular coronary artery;LAD;Left anterior descending branch of left coronary artery,Anterior interventricular artery,,left anterior descending artery,Anterior descending branch of left coronary artery;Anterior interventricular artery;Anterior interventricular branch of left coronary artery;Anterior interventricular coronary artery;LAD;left anterior descending artery;Left anterior descending branch of left coronary artery,1,,0,1,,left ventricle;aorta;ascending aorta;left coronary artery;left anterior descending artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;left coronary artery;left coronary artery;UBERON:0001626;left anterior descending artery;Anterior interventricular branch of left coronary artery;fma3862
